"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","RAVLT_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","RAVLT (forgetting) at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From neurobat table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"","RAVLT_immediate_bl","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Immediate (sum of 5 trials)","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","FAQ_bl","ADNIMERGE","Key variables merged into one data table","-4","FAQ","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","Ventricles_bl","ADNIMERGE","Key variables merged into one data table","-4","UCSF Ventricles","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","Hippocampus_bl","ADNIMERGE","Key variables merged into one data table","-4","UCSF Hippocampus","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","WholeBrain_bl","ADNIMERGE","Key variables merged into one data table","-4","UCSF WholeBrain","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","Entorhinal_bl","ADNIMERGE","Key variables merged into one data table","-4","UCSF Entorhinal","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","Fusiform_bl","ADNIMERGE","Key variables merged into one data table","-4","UCSF Fusiform","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","MidTemp_bl","ADNIMERGE","Key variables merged into one data table","-4","UCSF Med Temp","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","ICV_bl","ADNIMERGE","Key variables merged into one data table","-4","UCSF ICV","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","MOCA_bl","ADNIMERGE","Key variables merged into one data table","-4","MOCA","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogPtMem_bl","ADNIMERGE","Key variables merged into one data table","-4","Pt ECog - Mem","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogPtLang_bl","ADNIMERGE","Key variables merged into one data table","-4","Pt ECog - Lang","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogPtVisspat_bl","ADNIMERGE","Key variables merged into one data table","-4","Pt ECog - Vis/Spat","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogPtPlan_bl","ADNIMERGE","Key variables merged into one data table","-4","Pt ECog - Plan","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","PTAU_bl","ADNIMERGE","Key variables merged into one data table","-4","CSF PTAU","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogPtOrgan_bl","ADNIMERGE","Key variables merged into one data table","-4","Pt ECog - Organ","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogPtDivatt_bl","ADNIMERGE","Key variables merged into one data table","-4","Pt ECog - Div atten","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogPtTotal_bl","ADNIMERGE","Key variables merged into one data table","-4","Pt ECog - Total","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogSPMem_bl","ADNIMERGE","Key variables merged into one data table","-4","SP ECog - Mem","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogSPLang_bl","ADNIMERGE","Key variables merged into one data table","-4","SP ECog - Lang","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","TAU_bl","ADNIMERGE","Key variables merged into one data table","-4","CSF TAU","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogSPVisspat_bl","ADNIMERGE","Key variables merged into one data table","-4","SP ECog - Vis/Spat","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogSPPlan_bl","ADNIMERGE","Key variables merged into one data table","-4","SP ECog - Plan","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogSPOrgan_bl","ADNIMERGE","Key variables merged into one data table","-4","SP ECog - Organ","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogSPDivatt_bl","ADNIMERGE","Key variables merged into one data table","-4","SP ECog - Div atten","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","EcogSPTotal_bl","ADNIMERGE","Key variables merged into one data table","-4","SP ECog - Total","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","ABETA_bl","ADNIMERGE","Key variables merged into one data table","-4","CSF ABETA","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","FDG_bl","ADNIMERGE","Key variables merged into one data table","-4","Average FDG-PET of angular, temporal, and posterior cingulate","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","PIB_bl","ADNIMERGE","Key variables merged into one data table","-4","Average PIB SUVR of frontal cortex, anterior cingulate, precuneus cortex, and parietal cortex","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","AV45_bl","ADNIMERGE","Key variables merged into one data table","-4","Reference region - florbetapir mean of whole cerebellum.  Regions defined by Freesurfer; see Jagust lab PDF on LONI for details","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","Years_bl","ADNIMERGE","Key variables merged into one data table","-4","","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","Month_bl","ADNIMERGE","Key variables merged into one data table","-4","","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","Month","ADNIMERGE","Key variables merged into one data table","-4","Months since baseline","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","M","ADNIMERGE","Key variables merged into one data table","-4","Month since baseline","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","TAU","ADNIMERGE","Key variables merged into one data table","-4","CSF TAU","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","PTAU","ADNIMERGE","Key variables merged into one data table","-4","CSF PTAU","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","ADASQ4","ADNIMERGE","Key variables merged into one data table","-4","ADAS Delayed Word Recall","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","RAVLT_learning","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Learning (trial 5 - trial 1)","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","RAVLT_forgetting","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Forgetting (trial 5 - delayed)","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","RAVLT_perc_forgetting","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Percent Forgetting","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","LDELTOTAL","ADNIMERGE","Key variables merged into one data table","-4","Logical Memory - Delayed Recall","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","DIGITSCOR","ADNIMERGE","Key variables merged into one data table","-4","Digit Symbol Substitution","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","TRABSCOR","ADNIMERGE","Key variables merged into one data table","-4","Trails B","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","mPACCtrailsB","ADNIMERGE","Key variables merged into one data table","-4","ADNI modified Preclinical Alzheimer's Cognitive Composite (PACC) with Trails B","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","ADASQ4_bl","ADNIMERGE","Key variables merged into one data table","-4","ADAS Delayed Word Recall","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","RAVLT_learning_bl","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Learning (trial 5 - trial 1)","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","RAVLT_forgetting_bl","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Forgetting (trial 5 - delayed)","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","RAVLT_perc_forgetting_bl","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Percent Forgetting","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","LDELTOTAL_bl","ADNIMERGE","Key variables merged into one data table","-4","Logical Memory - Delayed Recall","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","DIGITSCOR_bl","ADNIMERGE","Key variables merged into one data table","-4","Digit Symbol Substitution","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","TRABSCOR_bl","ADNIMERGE","Key variables merged into one data table","-4","Trails B","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","mPACCdigit_bl","ADNIMERGE","Key variables merged into one data table","-4","ADNI modified Preclinical Alzheimer's Cognitive Composite (PACC) with Digit Symbol Substitution","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","mPACCtrailsB_bl","ADNIMERGE","Key variables merged into one data table","-4","ADNI modified Preclinical Alzheimer's Cognitive Composite (PACC) with Trails B","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","FLDSTRENG_bl","ADNIMERGE","Key variables merged into one data table","-4","MRI Field Strength","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","FSVERSION_bl","ADNIMERGE","Key variables merged into one data table","-4","FreeSurfer Software Version","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
